team_1,team_2,score,manager_1,manager_2,season,game_week
SE Palmeiras,Cruzeiro EC,3:1 (2:1),Manager:   Vanderlei Luxemburgo,Manager:   Adilson Batista,2009,6
Grêmio Barueri,Avaí FC,3:1 (0:1),Manager:   Estevam Soares,Manager:   Paulo Silas,2009,6
Internacional,EC Vitória BA,0:0 (0:0),Manager:   Tite,Manager:   Paulo César Carpegiani,2009,6
Santo André EC,Sport Club Recife,2:1 (1:1),Manager:   Sérgio Guedes,Manager:   Émerson Leão,2009,7
Atlético Paranaense,SE Palmeiras,2:2 (0:0),Manager:   Waldemar Lemos,Manager:   Vanderlei Luxemburgo,2009,7
EC Vitória BA,Botafogo RJ,4:3 (3:2),Manager:   Paulo César Carpegiani,Manager:   Ney Franco,2009,7
Grêmio Porto Alegre,Goiás EC,2:2 (0:0),Manager:   Paulo Autuori,Manager:   Hélio dos Anjos,2009,7
Clube Náutico,Coritiba FC,0:1 (0:0),Manager:   Márcio Bittencourt,Manager:   René Simões,2009,7
Avaí FC,Fluminense RJ,3:2 (2:0),Manager:   Paulo Silas,Manager:   Carlos Alberto Parreira,2009,7
Corinthians SP,São Paulo FC,3:1 (1:0),Manager:   Mano Menezes,Manager:   Ricardo Gomes,2009,7
Santos FC,Atlético Mineiro,2:3 (1:0),Manager:   Vágner Mancini,Manager:   Celso Roth,2009,7
Flamengo RJ,Internacional,4:0 (3:0),Manager:   Cuca,Manager:   Tite,2009,7
Cruzeiro EC,Grêmio Barueri,2:4 (2:2),Manager:   Adilson Batista,Manager:   Estevam Soares,2009,7
São Paulo FC,Clube Náutico,2:0 (0:0),Manager:   Ricardo Gomes,Manager:   Márcio Bittencourt,2009,8
Grêmio Barueri,Atlético Mineiro,4:2 (2:0),Manager:   Estevam Soares,Manager:   Celso Roth,2009,8
Atlético Paranaense,Corinthians SP,1:0 (1:0),Manager:   Waldemar Lemos,Manager:   Mano Menezes,2009,8
Cruzeiro EC,Avaí FC,1:0 (1:0),Manager:   Adilson Batista,Manager:   Paulo Silas,2009,8
Botafogo RJ,Goiás EC,1:4 (1:2),Manager:   Ney Franco,Manager:   Hélio dos Anjos,2009,8
SE Palmeiras,Santos FC,1:1 (1:0),Manager:   Jorginho,Manager:   Vágner Mancini,2009,8
Internacional,Coritiba FC,3:0 (0:0),Manager:   Tite,Manager:   René Simões,2009,8
Fluminense RJ,Flamengo RJ,0:0 (0:0),Manager:   Carlos Alberto Parreira,Manager:   Cuca,2009,8
EC Vitória BA,Santo André EC,4:1 (0:0),Manager:   Paulo César Carpegiani,Manager:   Sérgio Guedes,2009,8
Sport Club Recife,Grêmio Porto Alegre,3:1 (1:0),Manager:   Émerson Leão,Manager:   Paulo Autuori,2009,8
Santos FC,Sport Club Recife,1:0 (0:0),Manager:   Vágner Mancini,Manager:   Émerson Leão,2009,9
Santo André EC,Grêmio Barueri,1:1 (0:1),Manager:   Sérgio Guedes,Manager:   Estevam Soares,2009,9
Flamengo RJ,EC Vitória BA,2:1 (1:0),Manager:   Cuca,Manager:   Paulo César Carpegiani,2009,9
Coritiba FC,São Paulo FC,2:0 (1:0),Manager:   René Simões,Manager:   Ricardo Gomes,2009,9
Grêmio Porto Alegre,Atlético Paranaense,4:1 (3:1),Manager:   Paulo Autuori,Manager:   Waldemar Lemos,2009,9
Goiás EC,Cruzeiro EC,1:0 (1:0),Manager:   Hélio dos Anjos,Manager:   Adilson Batista,2009,9
Atlético Mineiro,Botafogo RJ,1:1 (1:1),Manager:   Celso Roth,Manager:   Ney Franco,2009,9
Clube Náutico,Internacional,0:2 (0:0),Manager:   Márcio Bittencourt,Manager:   Tite,2009,9
Avaí FC,SE Palmeiras,0:3 (0:1),Manager:   Paulo Silas,Manager:   Jorginho,2009,9
Corinthians SP,Fluminense RJ,4:2 (3:0),Manager:   Mano Menezes,Manager:   Carlos Alberto Parreira,2009,9
SE Palmeiras,Clube Náutico,4:1 (2:0),Manager:   Jorginho,Manager:   Márcio Bittencourt,2009,10
Grêmio Barueri,Coritiba FC,3:1 (2:0),Manager:   Estevam Soares,Manager:   René Simões,2009,10
Avaí FC,Botafogo RJ,1:2 (0:2),Manager:   Paulo Silas,Manager:   Ney Franco,2009,10
São Paulo FC,Flamengo RJ,2:2 (1:2),Manager:   Ricardo Gomes,Manager:   Cuca,2009,10
Atlético Paranaense,Internacional,3:2 (1:1),Manager:   Waldemar Lemos,Manager:   Tite,2009,10
Grêmio Porto Alegre,Corinthians SP,3:0 (3:0),Manager:   Paulo Autuori,Manager:   Mano Menezes,2009,10
Cruzeiro EC,Atlético Mineiro,0:3 (0:2),Manager:   Adilson Batista,Manager:   Celso Roth,2009,10
Fluminense RJ,Santo André EC,0:1 (0:1),Manager:   Carlos Alberto Parreira,Manager:   Sérgio Guedes,2009,10
EC Vitória BA,Santos FC,6:2 (4:1),Manager:   Paulo César Carpegiani,Manager:   Vágner Mancini,2009,10
Sport Club Recife,Goiás EC,1:0 (1:0),Manager:   Émerson Leão,Manager:   Hélio dos Anjos,2009,10
Coritiba FC,Grêmio Porto Alegre,2:1 (1:1),Manager:   René Simões,Manager:   Paulo Autuori,2009,11
Goiás EC,Avaí FC,0:2 (0:0),Manager:   Hélio dos Anjos,Manager:   Paulo Silas,2009,11
Santos FC,Grêmio Barueri,3:3 (1:3),Manager:   Serginho Chulapa,Manager:   Estevam Soares,2009,11
Santo André EC,Atlético Paranaense,1:0 (0:0),Manager:   Sérgio Guedes,Manager:   Waldemar Lemos,2009,11
Internacional,Fluminense RJ,4:2 (2:0),Manager:   Tite,Manager:   Vinícius Eutrópio,2009,11
Flamengo RJ,SE Palmeiras,1:2 (0:2),Manager:   Cuca,Manager:   Jorginho,2009,11
Corinthians SP,Sport Club Recife,4:3 (2:1),Manager:   Mano Menezes,Manager:   Émerson Leão,2009,11
Clube Náutico,EC Vitória BA,1:1 (0:1),Manager:   Geninho,Manager:   Paulo César Carpegiani,2009,11
Atlético Mineiro,São Paulo FC,2:0 (1:0),Manager:   Celso Roth,Manager:   Ricardo Gomes,2009,11
Botafogo RJ,Cruzeiro EC,1:1 (1:0),Manager:   Estevam Soares,Manager:   Adilson Batista,2009,11
SE Palmeiras,Santo André EC,1:0 (1:0),Manager:   Jorginho,Manager:   Sérgio Guedes,2009,12
Fluminense RJ,Goiás EC,1:4 (0:0),Manager:   Vinícius Eutrópio,Manager:   Hélio dos Anjos,2009,12
São Paulo FC,Santos FC,2:1 (1:1),Manager:   Ricardo Gomes,Manager:   Vanderlei Luxemburgo,2009,12
Atlético Paranaense,Coritiba FC,0:0 (0:0),Manager:   Waldemar Lemos,Manager:   René Simões,2009,12
Grêmio Porto Alegre,Internacional,2:1 (1:1),Manager:   Paulo Autuori,Manager:   Tite,2009,12
EC Vitória BA,Atlético Mineiro,0:0 (0:0),Manager:   Paulo César Carpegiani,Manager:   Celso Roth,2009,12
Cruzeiro EC,Corinthians SP,1:2 (0:1),Manager:   Adilson Batista,Manager:   Mano Menezes,2009,12
Grêmio Barueri,Clube Náutico,4:0 (2:0),Manager:   Estevam Soares,Manager:   Geninho,2009,12
Sport Club Recife,Avaí FC,1:3 (1:1),Manager:   Émerson Leão,Manager:   Paulo Silas,2009,12
Flamengo RJ,Botafogo RJ,2:2 (1:1),Manager:   Cuca,Manager:   Ney Franco,2009,12
Santo André EC,Cruzeiro EC,0:2 (0:0),Manager:   Sérgio Guedes,Manager:   Adilson Batista,2009,13
Flamengo RJ,Grêmio Barueri,1:1 (0:0),Manager:   Cuca,Manager:   Estevam Soares,2009,13
Avaí FC,Grêmio Porto Alegre,1:0 (0:0),Manager:   Paulo Silas,Manager:   Paulo Autuori,2009,13
Santos FC,Atlético Paranaense,1:0 (0:0),Manager:   Vanderlei Luxemburgo,Manager:   Waldemar Lemos,2009,13
Internacional,São Paulo FC,2:2 (2:0),Manager:   Tite,Manager:   Ricardo Gomes,2009,13
Goiás EC,SE Palmeiras,2:1 (0:0),Manager:   Hélio dos Anjos,Manager:   Jorginho,2009,13
Clube Náutico,Botafogo RJ,2:2 (0:1),Manager:   Geninho,Manager:   Ney Franco,2009,13
Corinthians SP,EC Vitória BA,2:1 (2:1),Manager:   Mano Menezes,Manager:   Paulo César Carpegiani,2009,13
Coritiba FC,Sport Club Recife,1:1 (1:1),Manager:   René Simões,Manager:   Émerson Leão,2009,13
Atlético Mineiro,Fluminense RJ,2:1 (0:0),Manager:   Celso Roth,Manager:   Renato Gaúcho,2009,13
Atlético Paranaense,Avaí FC,1:3 (0:2),Manager:   Waldemar Lemos,Manager:   Paulo Silas,2009,14
Grêmio Porto Alegre,Santo André EC,3:2 (2:1),Manager:   Paulo Autuori,Manager:   Sérgio Guedes,2009,14
Botafogo RJ,Internacional,3:2 (2:0),Manager:   Ney Franco,Manager:   Tite,2009,14
Corinthians SP,SE Palmeiras,0:3 (0:1),Manager:   Mano Menezes,Manager:   Jorginho,2009,14
Santos FC,Flamengo RJ,1:2 (0:0),Manager:   Vanderlei Luxemburgo,Manager:   Andrade,2009,14
Sport Club Recife,Clube Náutico,3:3 (1:1),Manager:   Émerson Leão,Manager:   Geninho,2009,14
Atlético Mineiro,Goiás EC,0:1 (0:0),Manager:   Celso Roth,Manager:   Hélio dos Anjos,2009,14
Grêmio Barueri,São Paulo FC,1:2 (1:2),Manager:   Estevam Soares,Manager:   Ricardo Gomes,2009,14
Fluminense RJ,Cruzeiro EC,1:1 (0:1),Manager:   Renato Gaúcho,Manager:   Adilson Batista,2009,14
EC Vitória BA,Coritiba FC,1:0 (0:0),Manager:   Paulo César Carpegiani,Manager:   René Simões,2009,14
Coritiba FC,Botafogo RJ,2:2 (0:1),Manager:   René Simões,Manager:   Ney Franco,2009,15
Clube Náutico,Santos FC,1:2 (0:0),Manager:   Geninho,Manager:   Vanderlei Luxemburgo,2009,15
Internacional,Grêmio Barueri,3:2 (2:1),Manager:   Tite,Manager:   Estevam Soares,2009,15
Goiás EC,Atlético Paranaense,3:0 (2:0),Manager:   Hélio dos Anjos,Manager:   Antônio Lopes,2009,15
SE Palmeiras,Fluminense RJ,1:0 (0:0),Manager:   Muricy Ramalho,Manager:   Renato Gaúcho,2009,15
Santo André EC,Corinthians SP,1:1 (0:0),Manager:   Alexandre Gallo,Manager:   Mano Menezes,2009,15
Cruzeiro EC,Sport Club Recife,1:0 (0:0),Manager:   Adilson Batista,Manager:   Péricles Chamusca,2009,15
São Paulo FC,Grêmio Porto Alegre,2:1 (1:0),Manager:   Ricardo Gomes,Manager:   Paulo Autuori,2009,15
Flamengo RJ,Atlético Mineiro,3:1 (2:1),Manager:   Andrade,Manager:   Celso Roth,2009,15
Avaí FC,EC Vitória BA,4:0 (2:0),Manager:   Paulo Silas,Manager:   Paulo César Carpegiani,2009,15
Sport Club Recife,SE Palmeiras,0:1 (0:0),Manager:   Péricles Chamusca,Manager:   Muricy Ramalho,2009,16
Botafogo RJ,Grêmio Barueri,2:1 (1:1),Manager:   Ney Franco,Manager:   Estevam Soares,2009,16
Corinthians SP,Avaí FC,0:0 (0:0),Manager:   Mano Menezes,Manager:   Paulo Silas,2009,16
Atlético Paranaense,Fluminense RJ,1:0 (1:0),Manager:   Antônio Lopes,Manager:   Renato Gaúcho,2009,16
Flamengo RJ,Clube Náutico,1:1 (0:1),Manager:   Andrade,Manager:   Geninho,2009,16
EC Vitória BA,São Paulo FC,0:1 (0:0),Manager:   Paulo César Carpegiani,Manager:   Ricardo Gomes,2009,16
Santo André EC,Goiás EC,1:2 (0:0),Manager:   Alexandre Gallo,Manager:   Hélio dos Anjos,2009,16
Grêmio Porto Alegre,Cruzeiro EC,4:1 (0:1),Manager:   Paulo Autuori,Manager:   Adilson Batista,2009,16
Atlético Mineiro,Coritiba FC,3:2 (2:1),Manager:   Celso Roth,Manager:   René Simões,2009,16
Santos FC,Internacional,3:3 (2:2),Manager:   Vanderlei Luxemburgo,Manager:   Tite,2009,16
Cruzeiro EC,Atlético Paranaense,0:2 (0:0),Manager:   Adilson Batista,Manager:   Antônio Lopes,2009,17
São Paulo FC,Botafogo RJ,3:1 (2:1),Manager:   Ricardo Gomes,Manager:   Ney Franco,2009,17
Avaí FC,Santo André EC,1:0 (1:0),Manager:   Paulo Silas,Manager:   Alexandre Gallo,2009,17
Coritiba FC,Santos FC,0:1 (0:1),Manager:   René Simões,Manager:   Vanderlei Luxemburgo,2009,17
Goiás EC,Flamengo RJ,3:2 (2:0),Manager:   Hélio dos Anjos,Manager:   Andrade,2009,17
Clube Náutico,Corinthians SP,1:0 (1:0),Manager:   Geninho,Manager:   Mano Menezes,2009,17
SE Palmeiras,Grêmio Porto Alegre,1:1 (1:1),Manager:   Muricy Ramalho,Manager:   Paulo Autuori,2009,17
Grêmio Barueri,EC Vitória BA,4:0 (2:0),Manager:   Estevam Soares,Manager:   Paulo César Carpegiani,2009,17
Fluminense RJ,Sport Club Recife,5:1 (3:0),Manager:   Renato Gaúcho,Manager:   Péricles Chamusca,2009,17
Internacional,Atlético Mineiro,3:0 (0:0),Manager:   Tite,Manager:   Celso Roth,2009,17
Santos FC,Avaí FC,2:2 (1:0),Manager:   Vanderlei Luxemburgo,Manager:   Paulo Silas,2009,18
Clube Náutico,Santo André EC,2:1 (0:0),Manager:   Geninho,Manager:   Alexandre Gallo,2009,18
Botafogo RJ,Atlético Paranaense,0:1 (0:0),Manager:   Ney Franco,Manager:   Antônio Lopes,2009,18
Flamengo RJ,Corinthians SP,1:0 (0:0),Manager:   Andrade,Manager:   Mano Menezes,2009,18
EC Vitória BA,Fluminense RJ,2:2 (1:1),Manager:   Paulo César Carpegiani,Manager:   Renato Gaúcho,2009,18
São Paulo FC,Goiás EC,3:1 (1:0),Manager:   Ricardo Gomes,Manager:   Hélio dos Anjos,2009,18
Grêmio Barueri,Grêmio Porto Alegre,1:0 (0:0),Manager:   Estevam Soares,Manager:   Paulo Autuori,2009,18
Coritiba FC,Cruzeiro EC,1:3 (0:1),Manager:   René Simões,Manager:   Adilson Batista,2009,18
Internacional,Sport Club Recife,3:0 (1:0),Manager:   Tite,Manager:   Péricles Chamusca,2009,18
Atlético Mineiro,SE Palmeiras,1:1 (1:1),Manager:   Celso Roth,Manager:   Muricy Ramalho,2009,18
SE Palmeiras,Botafogo RJ,1:1 (1:1),Manager:   Muricy Ramalho,Manager:   Estevam Soares,2009,19
Santo André EC,Internacional,0:2 (0:0),Manager:   Alexandre Gallo,Manager:   Tite,2009,19
Avaí FC,Clube Náutico,2:1 (1:0),Manager:   Paulo Silas,Manager:   Geninho,2009,19
Corinthians SP,Atlético Mineiro,2:0 (1:0),Manager:   Mano Menezes,Manager:   Celso Roth,2009,19
Grêmio Porto Alegre,Flamengo RJ,4:1 (1:1),Manager:   Paulo Autuori,Manager:   Andrade,2009,19
Fluminense RJ,Coritiba FC,1:3 (0:1),Manager:   Renato Gaúcho,Manager:   Ney Franco,2009,19
Goiás EC,EC Vitória BA,3:2 (2:1),Manager:   Hélio dos Anjos,Manager:   Vágner Mancini,2009,19
Sport Club Recife,São Paulo FC,1:2 (0:1),Manager:   Péricles Chamusca,Manager:   Ricardo Gomes,2009,19
Atlético Paranaense,Grêmio Barueri,3:0 (2:0),Manager:   Antônio Lopes,Manager:   Diego Cerri,2009,19
Cruzeiro EC,Santos FC,0:0 (0:0),Manager:   Adilson Batista,Manager:   Vanderlei Luxemburgo,2009,19
Santos FC,Grêmio Porto Alegre,1:0 (0:0),Manager:   Vanderlei Luxemburgo,Manager:   Paulo Autuori,2009,20
EC Vitória BA,Atlético Paranaense,2:1 (1:0),Manager:   Vágner Mancini,Manager:   Antônio Lopes,2009,20
Botafogo RJ,Santo André EC,1:2 (1:2),Manager:   Estevam Soares,Manager:   Alexandre Gallo,2009,20
Grêmio Barueri,Sport Club Recife,2:1 (1:0),Manager:   Diego Cerri,Manager:   Péricles Chamusca,2009,20
São Paulo FC,Fluminense RJ,1:0 (1:0),Manager:   Ricardo Gomes,Manager:   Renato Gaúcho,2009,20
Coritiba FC,SE Palmeiras,1:0 (0:0),Manager:   Ney Franco,Manager:   Muricy Ramalho,2009,20
Internacional,Corinthians SP,1:2 (1:1),Manager:   Tite,Manager:   Mano Menezes,2009,20
Flamengo RJ,Cruzeiro EC,1:2 (1:0),Manager:   Andrade,Manager:   Adilson Batista,2009,20
Clube Náutico,Goiás EC,2:0 (1:0),Manager:   Geninho,Manager:   Hélio dos Anjos,2009,20
Atlético Mineiro,Avaí FC,2:2 (0:0),Manager:   Celso Roth,Manager:   Paulo Silas,2009,20
SE Palmeiras,Internacional,2:1 (1:0),Manager:   Muricy Ramalho,Manager:   Tite,2009,21
Santo André EC,Coritiba FC,1:0 (1:0),Manager:   Alexandre Gallo,Manager:   Ney Franco,2009,21
Sport Club Recife,EC Vitória BA,2:0 (2:0),Manager:   Péricles Chamusca,Manager:   Vágner Mancini,2009,21
Corinthians SP,Botafogo RJ,3:3 (1:0),Manager:   Mano Menezes,Manager:   Estevam Soares,2009,21
Atlético Paranaense,São Paulo FC,1:0 (0:0),Manager:   Antônio Lopes,Manager:   Ricardo Gomes,2009,21
Grêmio Porto Alegre,Atlético Mineiro,4:1 (3:0),Manager:   Paulo Autuori,Manager:   Celso Roth,2009,21
Fluminense RJ,Grêmio Barueri,0:0 (0:0),Manager:   Renato Gaúcho,Manager:   Diego Cerri,2009,21
Goiás EC,Santos FC,2:1 (1:1),Manager:   Hélio dos Anjos,Manager:   Vanderlei Luxemburgo,2009,21
Cruzeiro EC,Clube Náutico,4:2 (3:1),Manager:   Adilson Batista,Manager:   Geninho,2009,21
Avaí FC,Flamengo RJ,3:0 (2:0),Manager:   Paulo Silas,Manager:   Andrade,2009,21
Grêmio Barueri,Corinthians SP,2:2 (1:0),Manager:   Diego Cerri,Manager:   Mano Menezes,2009,22
Coritiba FC,Avaí FC,2:0 (1:0),Manager:   Ney Franco,Manager:   Paulo Silas,2009,22
Flamengo RJ,Santo André EC,3:0 (2:0),Manager:   Andrade,Manager:   Alexandre Gallo,2009,22
Clube Náutico,Atlético Paranaense,3:0 (3:0),Manager:   Geninho,Manager:   Antônio Lopes,2009,22
São Paulo FC,SE Palmeiras,0:0 (0:0),Manager:   Ricardo Gomes,Manager:   Muricy Ramalho,2009,22
Santos FC,Fluminense RJ,2:0 (1:0),Manager:   Vanderlei Luxemburgo,Manager:   Renato Gaúcho,2009,22
Atlético Mineiro,Sport Club Recife,1:1 (0:0),Manager:   Celso Roth,Manager:   Péricles Chamusca,2009,22
Internacional,Goiás EC,4:0 (2:0),Manager:   Tite,Manager:   Hélio dos Anjos,2009,22
EC Vitória BA,Cruzeiro EC,3:3 (0:1),Manager:   Vágner Mancini,Manager:   Adilson Batista,2009,22
Botafogo RJ,Grêmio Porto Alegre,3:3 (1:1),Manager:   Estevam Soares,Manager:   Paulo Autuori,2009,22
Corinthians SP,Santos FC,2:1 (0:0),Manager:   Mano Menezes,Manager:   Vanderlei Luxemburgo,2009,23
SE Palmeiras,Grêmio Barueri,2:1 (0:0),Manager:   Muricy Ramalho,Manager:   Diego Cerri,2009,23
Grêmio Porto Alegre,EC Vitória BA,1:1 (0:1),Manager:   Paulo Autuori,Manager:   Vágner Mancini,2009,23
Sport Club Recife,Botafogo RJ,2:1 (2:0),Manager:   Péricles Chamusca,Manager:   Estevam Soares,2009,23
Atlético Paranaense,Flamengo RJ,0:0 (0:0),Manager:   Antônio Lopes,Manager:   Andrade,2009,23
Goiás EC,Coritiba FC,2:2 (2:1),Manager:   Hélio dos Anjos,Manager:   Ney Franco,2009,23
Cruzeiro EC,São Paulo FC,1:2 (1:0),Manager:   Adilson Batista,Manager:   Ricardo Gomes,2009,23
Santo André EC,Atlético Mineiro,1:2 (0:0),Manager:  ???,Manager:   Celso Roth,2009,23
Fluminense RJ,Clube Náutico,1:1 (1:0),Manager:   Cuca,Manager:   Geninho,2009,23
Avaí FC,Internacional,0:2 (0:1),Manager:   Paulo Silas,Manager:   Tite,2009,23
São Paulo FC,Avaí FC,2:0 (0:0),Manager:   Ricardo Gomes,Manager:   Paulo Silas,2009,24
Flamengo RJ,Sport Club Recife,3:0 (2:0),Manager:   Andrade,Manager:   Péricles Chamusca,2009,24
Santos FC,Santo André EC,1:0 (1:0),Manager:   Vanderlei Luxemburgo,Manager:   Sérgio Soares,2009,24
Internacional,Cruzeiro EC,2:3 (1:1),Manager:   Tite,Manager:   Adilson Batista,2009,24
EC Vitória BA,SE Palmeiras,3:2 (1:1),Manager:   Vágner Mancini,Manager:   Muricy Ramalho,2009,24
Atlético Mineiro,Atlético Paranaense,2:1 (1:1),Manager:   Celso Roth,Manager:   Antônio Lopes,2009,24
Grêmio Barueri,Goiás EC,3:1 (1:1),Manager:   Diego Cerri,Manager:   Hélio dos Anjos,2009,24
Clube Náutico,Grêmio Porto Alegre,0:2 (0:2),Manager:   Geninho,Manager:   Paulo Autuori,2009,24
Botafogo RJ,Fluminense RJ,0:0 (0:0),Manager:   Estevam Soares,Manager:   Cuca,2009,24
Coritiba FC,Corinthians SP,1:1 (1:0),Manager:   Ney Franco,Manager:   Mano Menezes,2009,24
Atlético Paranaense,Sport Club Recife,1:0 (1:0),Manager:   Antônio Lopes,Manager:   Péricles Chamusca,2009,25
EC Vitória BA,Internacional,2:0 (0:0),Manager:   Vágner Mancini,Manager:   Tite,2009,25
Clube Náutico,Atlético Mineiro,0:0 (0:0),Manager:   Geninho,Manager:   Celso Roth,2009,25
Santo André EC,São Paulo FC,1:1 (0:1),Manager:   Sérgio Soares,Manager:   Ricardo Gomes,2009,25
Grêmio Porto Alegre,Fluminense RJ,5:1 (3:0),Manager:   Paulo Autuori,Manager:   Cuca,2009,25
Avaí FC,Grêmio Barueri,4:0 (2:0),Manager:   Paulo Silas,Manager:   Diego Cerri,2009,25
Corinthians SP,Goiás EC,1:4 (0:2),Manager:   Mano Menezes,Manager:   Hélio dos Anjos,2009,25
Flamengo RJ,Coritiba FC,3:0 (1:0),Manager:   Andrade,Manager:   Ney Franco,2009,25
Santos FC,Botafogo RJ,0:0 (0:0),Manager:   Vanderlei Luxemburgo,Manager:   Estevam Soares,2009,25
Cruzeiro EC,SE Palmeiras,1:2 (1:1),Manager:   Adilson Batista,Manager:   Muricy Ramalho,2009,25
SE Palmeiras,Atlético Paranaense,2:1 (1:0),Manager:   Muricy Ramalho,Manager:   Antônio Lopes,2009,26
Grêmio Barueri,Cruzeiro EC,0:1 (0:0),Manager:   Diego Cerri,Manager:   Adilson Batista,2009,26
São Paulo FC,Corinthians SP,1:1 (0:1),Manager:   Ricardo Gomes,Manager:   Mano Menezes,2009,26
Coritiba FC,Clube Náutico,2:0 (1:0),Manager:   Ney Franco,Manager:   Geninho,2009,26
Internacional,Flamengo RJ,0:0 (0:0),Manager:   Tite,Manager:   Andrade,2009,26
Fluminense RJ,Avaí FC,3:2 (2:2),Manager:   Cuca,Manager:   Paulo Silas,2009,26
Goiás EC,Grêmio Porto Alegre,2:1 (1:1),Manager:   Hélio dos Anjos,Manager:   Paulo Autuori,2009,26
Sport Club Recife,Santo André EC,2:1 (1:1),Manager:   Péricles Chamusca,Manager:   Sérgio Soares,2009,26
Atlético Mineiro,Santos FC,3:1 (1:0),Manager:   Celso Roth,Manager:   Vanderlei Luxemburgo,2009,26
Botafogo RJ,EC Vitória BA,1:3 (0:1),Manager:   Estevam Soares,Manager:   Vágner Mancini,2009,26
Clube Náutico,São Paulo FC,1:2 (1:0),Manager:   Geninho,Manager:   Ricardo Gomes,2009,27
Corinthians SP,Atlético Paranaense,1:3 (0:0),Manager:   Mano Menezes,Manager:   Antônio Lopes,2009,27
Santo André EC,EC Vitória BA,1:0 (1:0),Manager:   Sérgio Soares,Manager:   Vágner Mancini,2009,27
Atlético Mineiro,Grêmio Barueri,2:1 (1:0),Manager:   Celso Roth,Manager:   Diego Cerri,2009,27
Santos FC,SE Palmeiras,1:3 (0:0),Manager:   Vanderlei Luxemburgo,Manager:   Muricy Ramalho,2009,27
Grêmio Porto Alegre,Sport Club Recife,3:3 (2:1),Manager:   Paulo Autuori,Manager:   Péricles Chamusca,2009,27
Goiás EC,Botafogo RJ,1:3 (0:0),Manager:   Hélio dos Anjos,Manager:   Estevam Soares,2009,27
Coritiba FC,Internacional,2:0 (0:0),Manager:   Ney Franco,Manager:   Tite,2009,27
Flamengo RJ,Fluminense RJ,2:0 (0:0),Manager:   Andrade,Manager:   Cuca,2009,27
Avaí FC,Cruzeiro EC,2:2 (0:1),Manager:   Paulo Silas,Manager:   Adilson Batista,2009,27
Grêmio Barueri,Santo André EC,0:0 (0:0),Manager:   Diego Cerri,Manager:   Sérgio Soares,2009,28
Sport Club Recife,Santos FC,0:1 (0:1),Manager:   Péricles Chamusca,Manager:   Vanderlei Luxemburgo,2009,28
São Paulo FC,Coritiba FC,2:2 (1:2),Manager:   Ricardo Gomes,Manager:   Ney Franco,2009,28
Atlético Paranaense,Grêmio Porto Alegre,0:0 (0:0),Manager:   Antônio Lopes,Manager:   Paulo Autuori,2009,28
Internacional,Clube Náutico,3:1 (2:1),Manager:   Mário Sérgio,Manager:   Geninho,2009,28
Fluminense RJ,Corinthians SP,1:1 (1:1),Manager:   Cuca,Manager:   Mano Menezes,2009,28
EC Vitória BA,Flamengo RJ,3:3 (3:2),Manager:   Vágner Mancini,Manager:   Andrade,2009,28
SE Palmeiras,Avaí FC,2:2 (1:2),Manager:   Muricy Ramalho,Manager:   Paulo Silas,2009,28
Cruzeiro EC,Goiás EC,3:0 (0:0),Manager:   Adilson Batista,Manager:   Hélio dos Anjos,2009,28
Botafogo RJ,Atlético Mineiro,3:1 (3:0),Manager:   Estevam Soares,Manager:   Celso Roth,2009,28
Corinthians SP,Grêmio Porto Alegre,2:1 (2:0),Manager:   Mano Menezes,Manager:   Paulo Autuori,2009,29
Santo André EC,Fluminense RJ,1:2 (0:2),Manager:   Sérgio Soares,Manager:   Cuca,2009,29
Flamengo RJ,São Paulo FC,2:1 (0:1),Manager:   Andrade,Manager:   Ricardo Gomes,2009,29
Coritiba FC,Grêmio Barueri,1:2 (0:0),Manager:   Ney Franco,Manager:   Diego Cerri,2009,29
Internacional,Atlético Paranaense,1:1 (0:0),Manager:   Mário Sérgio,Manager:   Antônio Lopes,2009,29
Santos FC,EC Vitória BA,0:0 (0:0),Manager:   Vanderlei Luxemburgo,Manager:   Vágner Mancini,2009,29
