team_1,team_2,score,manager_1,manager_2,season,game_week,team_1_score,team_2_score
São Paulo FC,Vasco da Gama,2-0,Muricy Ramalho,Celso Roth,2007,6,2,0
Botafogo RJ,Clube Náutico,3-1,Cuca,Gusmão,2007,6,3,1
Juventude RS,Santos FC,0-2,Flávio Campos,Vanderlei Luxemburgo,2007,6,0,2
Sport Club Recife,América RN,2-2,???,Lori Sandri,2007,6,2,2
Juventude RS,Figueirense,1-1,Flávio Campos,Mário Sérgio,2007,7,1,1
Paraná Clube,Sport Club Recife,1-0,Zetti,Geninho,2007,7,1,0
América RN,Fluminense RJ,0-1,Lori Sandri,Renato Gaúcho,2007,7,0,1
Cruzeiro EC,Atlético Mineiro,4-2,Dorival Júnior,???,2007,7,4,2
SE Palmeiras,Atlético Paranaense,0-2,Caio Júnior,Antônio Lopes,2007,7,0,2
Santos FC,São Paulo FC,0-2,Vanderlei Luxemburgo,Muricy Ramalho,2007,7,0,2
Internacional,Grêmio Porto Alegre,0-2,Alexandre Gallo,Mano Menezes,2007,7,0,2
Clube Náutico,Goiás EC,0-2,Gusmão,Paulo Bonamigo,2007,7,0,2
Botafogo RJ,Corinthians SP,2-3,Cuca,Paulo César Carpegiani,2007,7,2,3
Vasco da Gama,Flamengo RJ,1-2,Celso Roth,Joel Santana,2007,7,1,2
Figueirense,São Paulo FC,0-0,Mário Sérgio,Muricy Ramalho,2007,8,0,0
Sport Club Recife,Clube Náutico,4-1,Geninho,Gusmão,2007,8,4,1
América RN,Goiás EC,0-3,Lori Sandri,Paulo Bonamigo,2007,8,0,3
Cruzeiro EC,Vasco da Gama,3-1,Dorival Júnior,Celso Roth,2007,8,3,1
Santos FC,Grêmio Porto Alegre,0-0,Vanderlei Luxemburgo,Mano Menezes,2007,8,0,0
Corinthians SP,SE Palmeiras,0-1,Paulo César Carpegiani,Caio Júnior,2007,8,0,1
Fluminense RJ,Botafogo RJ,1-2,Renato Gaúcho,Cuca,2007,8,1,2
Internacional,Atlético Mineiro,1-1,Alexandre Gallo,???,2007,8,1,1
Paraná Clube,Atlético Paranaense,2-2,Zetti,Antônio Lopes,2007,8,2,2
Flamengo RJ,Juventude RS,4-0,Joel Santana,Flávio Campos,2007,8,4,0
SE Palmeiras,América RN,2-0,Caio Júnior,Lori Sandri,2007,9,2,0
Atlético Paranaense,Clube Náutico,1-1,Antônio Lopes,Roberto Fernandes,2007,9,1,1
Figueirense,Cruzeiro EC,2-1,Mário Sérgio,Dorival Júnior,2007,9,2,1
Fluminense RJ,Paraná Clube,0-0,Renato Gaúcho,Zetti,2007,9,0,0
Grêmio Porto Alegre,Juventude RS,3-1,Mano Menezes,Flávio Campos,2007,9,3,1
São Paulo FC,Internacional,1-0,Muricy Ramalho,Alexandre Gallo,2007,9,1,0
Goiás EC,Botafogo RJ,1-1,Paulo Bonamigo,Cuca,2007,9,1,1
Atlético Mineiro,Flamengo RJ,1-1,???,Ney Franco,2007,9,1,1
Sport Club Recife,Corinthians SP,2-1,Geninho,Paulo César Carpegiani,2007,9,2,1
Vasco da Gama,Santos FC,4-0,Celso Roth,Vanderlei Luxemburgo,2007,9,4,0
Paraná Clube,América RN,0-1,Zetti,Lori Sandri,2007,10,0,1
Atlético Mineiro,Grêmio Porto Alegre,0-1,???,Mano Menezes,2007,10,0,1
Corinthians SP,Fluminense RJ,1-1,Paulo César Carpegiani,Renato Gaúcho,2007,10,1,1
Santos FC,Cruzeiro EC,4-1,Vanderlei Luxemburgo,Dorival Júnior,2007,10,4,1
Botafogo RJ,Atlético Paranaense,2-0,Cuca,Antônio Lopes,2007,10,2,0
Goiás EC,Sport Club Recife,3-2,Paulo Bonamigo,Geninho,2007,10,3,2
Internacional,Figueirense,2-1,Alexandre Gallo,Mário Sérgio,2007,10,2,1
Juventude RS,Vasco da Gama,2-0,Flávio Campos,Celso Roth,2007,10,2,0
Clube Náutico,SE Palmeiras,0-1,Roberto Fernandes,Caio Júnior,2007,10,0,1
Flamengo RJ,São Paulo FC,1-0,Joel Santana,Muricy Ramalho,2007,10,1,0
Juventude RS,Clube Náutico,1-1,Flávio Campos,Roberto Fernandes,2007,11,1,1
Paraná Clube,Figueirense,1-2,Zetti,Mário Sérgio,2007,11,1,2
Vasco da Gama,Atlético Paranaense,1-0,Celso Roth,Antônio Lopes,2007,11,1,0
Grêmio Porto Alegre,SE Palmeiras,1-1,Mano Menezes,Caio Júnior,2007,11,1,1
Santos FC,Botafogo RJ,3-0,Vanderlei Luxemburgo,Cuca,2007,11,3,0
Sport Club Recife,Atlético Mineiro,2-0,Geninho,???,2007,11,2,0
América RN,Internacional,1-2,Lori Sandri,Alexandre Gallo,2007,11,1,2
Cruzeiro EC,Goiás EC,2-1,Dorival Júnior,Paulo Bonamigo,2007,11,2,1
Corinthians SP,São Paulo FC,1-1,Paulo César Carpegiani,Muricy Ramalho,2007,11,1,1
Fluminense RJ,Flamengo RJ,0-1,Renato Gaúcho,Joel Santana,2007,11,0,1
Botafogo RJ,Vasco da Gama,4-0,Cuca,Celso Roth,2007,12,4,0
Figueirense,Sport Club Recife,0-1,Mário Sérgio,Geninho,2007,12,0,1
Atlético Mineiro,América RN,4-1,???,Lori Sandri,2007,12,4,1
Atlético Paranaense,Juventude RS,4-0,Antônio Lopes,Flávio Campos,2007,12,4,0
Internacional,Corinthians SP,3-0,Alexandre Gallo,Paulo César Carpegiani,2007,12,3,0
Clube Náutico,Cruzeiro EC,1-4,Roberto Fernandes,Dorival Júnior,2007,12,1,4
São Paulo FC,Fluminense RJ,0-1,Muricy Ramalho,Renato Gaúcho,2007,12,0,1
Flamengo RJ,Paraná Clube,1-2,Ney Franco,Zetti,2007,12,1,2
Goiás EC,Grêmio Porto Alegre,0-0,Paulo Bonamigo,Mano Menezes,2007,12,0,0
SE Palmeiras,Santos FC,2-2,Caio Júnior,Vanderlei Luxemburgo,2007,12,2,2
América RN,Atlético Paranaense,2-1,Lori Sandri,Antônio Lopes,2007,13,2,1
Juventude RS,Internacional,2-0,Flávio Campos,Alexandre Gallo,2007,13,2,0
Vasco da Gama,Atlético Mineiro,4-0,Celso Roth,???,2007,13,4,0
Corinthians SP,Clube Náutico,0-3,Paulo César Carpegiani,Roberto Fernandes,2007,13,0,3
Cruzeiro EC,São Paulo FC,1-2,Dorival Júnior,Muricy Ramalho,2007,13,1,2
Fluminense RJ,Goiás EC,3-0,Renato Gaúcho,Paulo Bonamigo,2007,13,3,0
Grêmio Porto Alegre,Flamengo RJ,1-0,Mano Menezes,Ney Franco,2007,13,1,0
Paraná Clube,SE Palmeiras,1-0,Zetti,Caio Júnior,2007,13,1,0
Santos FC,Figueirense,3-1,Vanderlei Luxemburgo,Mário Sérgio,2007,13,3,1
Sport Club Recife,Botafogo RJ,3-3,Geninho,Cuca,2007,13,3,3
Atlético Paranaense,Cruzeiro EC,2-2,Antônio Lopes,Dorival Júnior,2007,14,2,2
Goiás EC,Santos FC,1-0,Paulo Bonamigo,Vanderlei Luxemburgo,2007,14,1,0
Flamengo RJ,América RN,3-1,Ney Franco,Lori Sandri,2007,14,3,1
Clube Náutico,Grêmio Porto Alegre,0-2,Roberto Fernandes,Mano Menezes,2007,14,0,2
Figueirense,Corinthians SP,2-2,Mário Sérgio,Paulo César Carpegiani,2007,14,2,2
Internacional,Paraná Clube,1-0,Alexandre Gallo,Zetti,2007,14,1,0
SE Palmeiras,Vasco da Gama,3-2,Caio Júnior,Celso Roth,2007,14,3,2
Botafogo RJ,Juventude RS,3-1,Cuca,Flávio Campos,2007,14,3,1
Atlético Mineiro,Fluminense RJ,3-0,Émerson Leão,Renato Gaúcho,2007,14,3,0
São Paulo FC,Sport Club Recife,3-1,Muricy Ramalho,Geninho,2007,14,3,1
Grêmio Porto Alegre,Atlético Paranaense,1-1,Mano Menezes,Antônio Lopes,2007,15,1,1
Santos FC,Clube Náutico,1-2,Vanderlei Luxemburgo,Roberto Fernandes,2007,15,1,2
Vasco da Gama,Goiás EC,4-1,Celso Roth,Paulo Bonamigo,2007,15,4,1
Corinthians SP,Flamengo RJ,2-2,Paulo César Carpegiani,Ney Franco,2007,15,2,2
Juventude RS,SE Palmeiras,1-1,Flávio Campos,Caio Júnior,2007,15,1,1
Paraná Clube,Atlético Mineiro,1-3,Zetti,Émerson Leão,2007,15,1,3
Sport Club Recife,Internacional,1-5,Geninho,Alexandre Gallo,2007,15,1,5
América RN,São Paulo FC,0-1,Lori Sandri,Muricy Ramalho,2007,15,0,1
Cruzeiro EC,Botafogo RJ,3-2,Dorival Júnior,Cuca,2007,15,3,2
Fluminense RJ,Figueirense,1-1,Renato Gaúcho,Mário Sérgio,2007,15,1,1
Goiás EC,Paraná Clube,2-0,Paulo Bonamigo,Zetti,2007,16,2,0
Clube Náutico,Fluminense RJ,0-0,Roberto Fernandes,Renato Gaúcho,2007,16,0,0
Botafogo RJ,América RN,4-2,Cuca,Lori Sandri,2007,16,4,2
SE Palmeiras,Sport Club Recife,1-2,Caio Júnior,Geninho,2007,16,1,2
Atlético Mineiro,Santos FC,1-2,Émerson Leão,Vanderlei Luxemburgo,2007,16,1,2
Atlético Paranaense,Corinthians SP,2-2,Antônio Lopes,Paulo César Carpegiani,2007,16,2,2
Internacional,Vasco da Gama,0-2,Alexandre Gallo,Celso Roth,2007,16,0,2
Figueirense,Grêmio Porto Alegre,1-0,Mário Sérgio,Mano Menezes,2007,16,1,0
São Paulo FC,Juventude RS,3-1,Muricy Ramalho,Flávio Campos,2007,16,3,1
Flamengo RJ,Cruzeiro EC,3-1,Joel Santana,Dorival Júnior,2007,16,3,1
América RN,Clube Náutico,1-5,Lori Sandri,Roberto Fernandes,2007,17,1,5
Corinthians SP,Goiás EC,1-0,Paulo César Carpegiani,Paulo Bonamigo,2007,17,1,0
Sport Club Recife,Atlético Paranaense,3-2,Geninho,Antônio Lopes,2007,17,3,2
Cruzeiro EC,Internacional,3-2,Dorival Júnior,Alexandre Gallo,2007,17,3,2
Fluminense RJ,SE Palmeiras,0-1,Renato Gaúcho,Caio Júnior,2007,17,0,1
Juventude RS,Atlético Mineiro,1-2,Flávio Campos,Émerson Leão,2007,17,1,2
Santos FC,Flamengo RJ,3-0,Vanderlei Luxemburgo,Joel Santana,2007,17,3,0
Grêmio Porto Alegre,São Paulo FC,0-2,Mano Menezes,Muricy Ramalho,2007,17,0,2
Paraná Clube,Botafogo RJ,0-0,Zetti,Cuca,2007,17,0,0
Vasco da Gama,Figueirense,2-2,Celso Roth,Mário Sérgio,2007,17,2,2
Cruzeiro EC,Sport Club Recife,2-0,Dorival Júnior,Geninho,2007,18,2,0
Juventude RS,Fluminense RJ,0-0,Flávio Campos,Renato Gaúcho,2007,18,0,0
Clube Náutico,Figueirense,4-2,Roberto Fernandes,Mário Sérgio,2007,18,4,2
Atlético Paranaense,Flamengo RJ,2-0,Antônio Lopes,Joel Santana,2007,18,2,0
Botafogo RJ,São Paulo FC,0-2,Cuca,Muricy Ramalho,2007,18,0,2
Goiás EC,Atlético Mineiro,3-2,Paulo Bonamigo,Émerson Leão,2007,18,3,2
Grêmio Porto Alegre,América RN,3-0,Mano Menezes,Lori Sandri,2007,18,3,0
SE Palmeiras,Internacional,1-1,Caio Júnior,Alexandre Gallo,2007,18,1,1
Santos FC,Paraná Clube,2-0,Vanderlei Luxemburgo,Zetti,2007,18,2,0
Vasco da Gama,Corinthians SP,2-0,Celso Roth,Paulo César Carpegiani,2007,18,2,0
Flamengo RJ,Clube Náutico,2-1,Joel Santana,Roberto Fernandes,2007,19,2,1
São Paulo FC,Atlético Paranaense,2-0,Muricy Ramalho,Antônio Lopes,2007,19,2,0
Sport Club Recife,Juventude RS,3-0,Geninho,Flávio Campos,2007,19,3,0
Atlético Mineiro,SE Palmeiras,1-2,Émerson Leão,Caio Júnior,2007,19,1,2
Corinthians SP,Grêmio Porto Alegre,2-1,Paulo César Carpegiani,Mano Menezes,2007,19,2,1
Figueirense,Botafogo RJ,1-1,Mário Sérgio,Cuca,2007,19,1,1
Internacional,Goiás EC,1-0,???,Paulo Bonamigo,2007,19,1,0
América RN,Cruzeiro EC,1-2,Lori Sandri,Dorival Júnior,2007,19,1,2
Fluminense RJ,Santos FC,3-0,Renato Gaúcho,Vanderlei Luxemburgo,2007,19,3,0
Paraná Clube,Vasco da Gama,0-0,Zetti,Celso Roth,2007,19,0,0
Atlético Paranaense,Figueirense,1-1,Antônio Lopes,Mário Sérgio,2007,20,1,1
Grêmio Porto Alegre,Paraná Clube,2-0,Mano Menezes,Zetti,2007,20,2,0
Santos FC,Sport Club Recife,2-0,Vanderlei Luxemburgo,Geninho,2007,20,2,0
Juventude RS,Corinthians SP,2-2,Flávio Campos,Paulo César Carpegiani,2007,20,2,2
Clube Náutico,Atlético Mineiro,0-1,Roberto Fernandes,Émerson Leão,2007,20,0,1
SE Palmeiras,Flamengo RJ,2-1,Caio Júnior,Joel Santana,2007,20,2,1
Vasco da Gama,América RN,2-0,Celso Roth,Lori Sandri,2007,20,2,0
Botafogo RJ,Internacional,1-1,Cuca,???,2007,20,1,1
Cruzeiro EC,Fluminense RJ,4-2,Dorival Júnior,Renato Gaúcho,2007,20,4,2
Goiás EC,São Paulo FC,0-0,Paulo Bonamigo,Muricy Ramalho,2007,20,0,0
Corinthians SP,Cruzeiro EC,0-3,Paulo César Carpegiani,Dorival Júnior,2007,21,0,3
Fluminense RJ,Grêmio Porto Alegre,1-1,Renato Gaúcho,Mano Menezes,2007,21,1,1
Internacional,Atlético Paranaense,1-0,???,???,2007,21,1,0
Atlético Mineiro,Botafogo RJ,1-2,Émerson Leão,Cuca,2007,21,1,2
Figueirense,SE Palmeiras,1-2,Mário Sérgio,Caio Júnior,2007,21,1,2
Paraná Clube,Juventude RS,3-1,Zetti,Flávio Campos,2007,21,3,1
São Paulo FC,Clube Náutico,5-0,Muricy Ramalho,Roberto Fernandes,2007,21,5,0
América RN,Santos FC,1-4,Lori Sandri,Vanderlei Luxemburgo,2007,21,1,4
Flamengo RJ,Goiás EC,3-1,Joel Santana,Paulo Bonamigo,2007,21,3,1
Sport Club Recife,Vasco da Gama,0-0,Geninho,Celso Roth,2007,21,0,0
Juventude RS,Goiás EC,2-0,Flávio Campos,Paulo Bonamigo,2007,22,2,0
Paraná Clube,Cruzeiro EC,2-2,Zetti,Dorival Júnior,2007,22,2,2
Botafogo RJ,Flamengo RJ,1-1,Cuca,Joel Santana,2007,22,1,1
Figueirense,América RN,3-1,Mário Sérgio,Lori Sandri,2007,22,3,1
SE Palmeiras,São Paulo FC,0-1,Caio Júnior,Muricy Ramalho,2007,22,0,1
Atlético Mineiro,Corinthians SP,5-2,Émerson Leão,???,2007,22,5,2
Internacional,Fluminense RJ,1-4,???,Renato Gaúcho,2007,22,1,4
Sport Club Recife,Grêmio Porto Alegre,2-0,Geninho,Mano Menezes,2007,22,2,0
Santos FC,Atlético Paranaense,3-1,Vanderlei Luxemburgo,???,2007,22,3,1
Vasco da Gama,Clube Náutico,4-1,Celso Roth,Roberto Fernandes,2007,22,4,1
América RN,Juventude RS,0-3,Lori Sandri,Flávio Campos,2007,23,0,3
Flamengo RJ,Sport Club Recife,1-1,Joel Santana,Geninho,2007,23,1,1
São Paulo FC,Paraná Clube,6-0,Muricy Ramalho,Zetti,2007,23,6,0
Atlético Paranaense,Atlético Mineiro,1-0,???,Émerson Leão,2007,23,1,0
Corinthians SP,Santos FC,2-0,???,Vanderlei Luxemburgo,2007,23,2,0
Cruzeiro EC,SE Palmeiras,5-0,Dorival Júnior,Caio Júnior,2007,23,5,0
Grêmio Porto Alegre,Botafogo RJ,3-0,Mano Menezes,Cuca,2007,23,3,0
Fluminense RJ,Vasco da Gama,1-1,Renato Gaúcho,Celso Roth,2007,23,1,1
Goiás EC,Figueirense,2-1,Paulo Bonamigo,Mário Sérgio,2007,23,2,1
Clube Náutico,Internacional,1-1,Roberto Fernandes,???,2007,23,1,1
Corinthians SP,América RN,1-0,???,Lori Sandri,2007,24,1,0
Goiás EC,Atlético Paranaense,2-3,Paulo Bonamigo,???,2007,24,2,3
Flamengo RJ,Figueirense,4-1,Joel Santana,???,2007,24,4,1
Juventude RS,Cruzeiro EC,1-0,Flávio Campos,Dorival Júnior,2007,24,1,0
Atlético Mineiro,São Paulo FC,0-0,Émerson Leão,Muricy Ramalho,2007,24,0,0
Grêmio Porto Alegre,Vasco da Gama,3-1,Mano Menezes,Celso Roth,2007,24,3,1
Santos FC,Internacional,2-1,Vanderlei Luxemburgo,???,2007,24,2,1
Botafogo RJ,SE Palmeiras,1-1,Cuca,Caio Júnior,2007,24,1,1
Paraná Clube,Clube Náutico,2-4,Zetti,Roberto Fernandes,2007,24,2,4
Sport Club Recife,Fluminense RJ,0-2,Geninho,Renato Gaúcho,2007,24,0,2
Figueirense,Atlético Mineiro,2-1,???,Émerson Leão,2007,25,2,1
Internacional,Flamengo RJ,3-0,???,Joel Santana,2007,25,3,0
Vasco da Gama,São Paulo FC,0-2,Celso Roth,Muricy Ramalho,2007,25,0,2
Cruzeiro EC,Grêmio Porto Alegre,2-0,Dorival Júnior,Mano Menezes,2007,25,2,0
Santos FC,Juventude RS,1-0,Vanderlei Luxemburgo,Flávio Campos,2007,25,1,0
América RN,Sport Club Recife,1-1,Lori Sandri,Geninho,2007,25,1,1
Fluminense RJ,Atlético Paranaense,2-0,Renato Gaúcho,???,2007,25,2,0
Clube Náutico,Botafogo RJ,4-1,Roberto Fernandes,Cuca,2007,25,4,1
SE Palmeiras,Goiás EC,2-0,Caio Júnior,Paulo Bonamigo,2007,25,2,0
Paraná Clube,Corinthians SP,1-0,Zetti,???,2007,25,1,0
Fluminense RJ,América RN,2-0,Renato Gaúcho,Lori Sandri,2007,26,2,0
Goiás EC,Clube Náutico,0-3,Paulo Bonamigo,Roberto Fernandes,2007,26,0,3
São Paulo FC,Santos FC,2-1,Muricy Ramalho,Vanderlei Luxemburgo,2007,26,2,1
Atlético Mineiro,Cruzeiro EC,3-4,Émerson Leão,Dorival Júnior,2007,26,3,4
Atlético Paranaense,SE Palmeiras,2-1,???,Caio Júnior,2007,26,2,1
Corinthians SP,Botafogo RJ,0-1,???,Cuca,2007,26,0,1
Sport Club Recife,Paraná Clube,3-1,Geninho,Zetti,2007,26,3,1
Figueirense,Juventude RS,4-1,Alexandre Gallo,Flávio Campos,2007,26,4,1
Flamengo RJ,Vasco da Gama,1-1,Joel Santana,Celso Roth,2007,26,1,1
Grêmio Porto Alegre,Internacional,1-0,Mano Menezes,???,2007,26,1,0
Goiás EC,América RN,1-1,Paulo Bonamigo,Lori Sandri,2007,27,1,1
Grêmio Porto Alegre,Santos FC,1-0,Mano Menezes,Vanderlei Luxemburgo,2007,27,1,0
São Paulo FC,Figueirense,2-0,Muricy Ramalho,Alexandre Gallo,2007,27,2,0
Atlético Mineiro,Internacional,2-2,Émerson Leão,???,2007,27,2,2
