"","url.x","home_team","away_team","score","competition","full_date","isGoal","isHeader","shotLocation","shooting_team","shooting_opp","shooter","shot_assister"
"104172","http://www.bbc.co.uk/sport/0/football/30072811","Crystal Palace","Liverpool","3-1","Premier League",2014-11-23,FALSE,FALSE,"Lwide","Liverpool","Crystal Palace","Raheem Sterling","Joe Allen"
"104184","http://www.bbc.co.uk/sport/0/football/30072811","Crystal Palace","Liverpool","3-1","Premier League",2014-11-23,FALSE,FALSE,"Long","Crystal Palace","Liverpool","Marouane Chamakh","Yannick Bolasie"
"104188","http://www.bbc.co.uk/sport/0/football/30072811","Crystal Palace","Liverpool","3-1","Premier League",2014-11-23,FALSE,FALSE,"Long","Crystal Palace","Liverpool","Mile Jedinak","Marouane Chamakh"
"104228","http://www.bbc.co.uk/sport/0/football/30072811","Crystal Palace","Liverpool","3-1","Premier League",2014-11-23,FALSE,FALSE,"Long","Liverpool","Crystal Palace","Steven Gerrard","Raheem Sterling"
"104232","http://www.bbc.co.uk/sport/0/football/30072811","Crystal Palace","Liverpool","3-1","Premier League",2014-11-23,FALSE,FALSE,"Close","Liverpool","Crystal Palace","Martin Skrtel","NaN"
"104260","http://www.bbc.co.uk/sport/0/football/30072811","Crystal Palace","Liverpool","3-1","Premier League",2014-11-23,FALSE,FALSE,"Long","Liverpool","Crystal Palace","Steven Gerrard","Adam Lallana"
"104272","http://www.bbc.co.uk/sport/0/football/30072811","Crystal Palace","Liverpool","3-1","Premier League",2014-11-23,FALSE,FALSE,"Long","Liverpool","Crystal Palace","Steven Gerrard","NaN"
"104304","http://www.bbc.co.uk/sport/0/football/30072811","Crystal Palace","Liverpool","3-1","Premier League",2014-11-23,FALSE,FALSE,"Lwide","Crystal Palace","Liverpool","Yannick Bolasie","Jason Puncheon"
"104308","http://www.bbc.co.uk/sport/0/football/30072811","Crystal Palace","Liverpool","3-1","Premier League",2014-11-23,FALSE,FALSE,"Long","Crystal Palace","Liverpool","Joel Ward","Yannick Bolasie"
"104332","http://www.bbc.co.uk/sport/0/football/30072811","Crystal Palace","Liverpool","3-1","Premier League",2014-11-23,FALSE,FALSE,"Lwide","Crystal Palace","Liverpool","Yannick Bolasie","Jason Puncheon"
"104352","http://www.bbc.co.uk/sport/0/football/30072811","Crystal Palace","Liverpool","3-1","Premier League",2014-11-23,FALSE,FALSE,"Long","Liverpool","Crystal Palace","Steven Gerrard","Joe Allen"
"104368","http://www.bbc.co.uk/sport/0/football/30072811","Crystal Palace","Liverpool","3-1","Premier League",2014-11-23,FALSE,TRUE,"Central","Liverpool","Crystal Palace","Rickie Lambert","Joe Allen"
"104384","http://www.bbc.co.uk/sport/0/football/30072811","Crystal Palace","Liverpool","3-1","Premier League",2014-11-23,FALSE,FALSE,"Long","Crystal Palace","Liverpool","Yannick Bolasie","NaN"
"104388","http://www.bbc.co.uk/sport/0/football/30072811","Crystal Palace","Liverpool","3-1","Premier League",2014-11-23,FALSE,TRUE,"Central","Liverpool","Crystal Palace","Rickie Lambert","Steven Gerrard"
"104436","http://www.bbc.co.uk/sport/0/football/30072811","Crystal Palace","Liverpool","3-1","Premier League",2014-11-23,TRUE,FALSE,"Central","Crystal Palace","Liverpool","Dwight Gayle","NaN"
"104440","http://www.bbc.co.uk/sport/0/football/30072811","Crystal Palace","Liverpool","3-1","Premier League",2014-11-23,FALSE,FALSE,"Long","Crystal Palace","Liverpool","Yannick Bolasie","Joe Ledley"
"104468","http://www.bbc.co.uk/sport/0/football/30072811","Crystal Palace","Liverpool","3-1","Premier League",2014-11-23,FALSE,FALSE,"Long","Crystal Palace","Liverpool","Martin Kelly","Jason Puncheon"
"104492","http://www.bbc.co.uk/sport/0/football/30072811","Crystal Palace","Liverpool","3-1","Premier League",2014-11-23,FALSE,FALSE,"Rwide","Crystal Palace","Liverpool","Dwight Gayle","NaN"
"104496","http://www.bbc.co.uk/sport/0/football/30072811","Crystal Palace","Liverpool","3-1","Premier League",2014-11-23,TRUE,FALSE,"Central","Liverpool","Crystal Palace","Rickie Lambert","Adam Lallana"
"104520","http://www.bbc.co.uk/sport/0/football/30072815","Hull","Tottenham","1-2","Premier League",2014-11-23,FALSE,FALSE,"Long","Tottenham Hotspur","Hull City","Erik Lamela","Christian Eriksen"
"104524","http://www.bbc.co.uk/sport/0/football/30072815","Hull","Tottenham","1-2","Premier League",2014-11-23,FALSE,TRUE,"Central","Hull City","Tottenham Hotspur","Curtis Davies","Ahmed Elmohamady"
"104532","http://www.bbc.co.uk/sport/0/football/30072815","Hull","Tottenham","1-2","Premier League",2014-11-23,TRUE,FALSE,"Long","Tottenham Hotspur","Hull City","Christian Eriksen","Aaron Lennon"
"104564","http://www.bbc.co.uk/sport/0/football/30072815","Hull","Tottenham","1-2","Premier League",2014-11-23,FALSE,FALSE,"Central","Hull City","Tottenham Hotspur","Nikica Jelavic","NaN"
"104576","http://www.bbc.co.uk/sport/0/football/30072815","Hull","Tottenham","1-2","Premier League",2014-11-23,FALSE,FALSE,"Central","Tottenham Hotspur","Hull City","Erik Lamela","Christian Eriksen"
"104592","http://www.bbc.co.uk/sport/0/football/30072815","Hull","Tottenham","1-2","Premier League",2014-11-23,FALSE,FALSE,"Long","Tottenham Hotspur","Hull City","Ryan Mason","Aaron Lennon"
"104596","http://www.bbc.co.uk/sport/0/football/30072815","Hull","Tottenham","1-2","Premier League",2014-11-23,FALSE,TRUE,"Close","Tottenham Hotspur","Hull City","Harry Kane","Aaron Lennon"
"104600","http://www.bbc.co.uk/sport/0/football/30072815","Hull","Tottenham","1-2","Premier League",2014-11-23,FALSE,FALSE,"Central","Tottenham Hotspur","Hull City","Roberto Soldado","Vlad Chiriches"
"104608","http://www.bbc.co.uk/sport/0/football/30072815","Hull","Tottenham","1-2","Premier League",2014-11-23,FALSE,FALSE,"Rwide","Tottenham Hotspur","Hull City","Jan Vertonghen","Christian Eriksen"
"104632","http://www.bbc.co.uk/sport/0/football/30072815","Hull","Tottenham","1-2","Premier League",2014-11-23,TRUE,FALSE,"Central","Tottenham Hotspur","Hull City","Harry Kane","NaN"
"104636","http://www.bbc.co.uk/sport/0/football/30072815","Hull","Tottenham","1-2","Premier League",2014-11-23,FALSE,FALSE,"Long","Tottenham Hotspur","Hull City","Christian Eriksen","NaN"
"104660","http://www.bbc.co.uk/sport/0/football/30072815","Hull","Tottenham","1-2","Premier League",2014-11-23,FALSE,FALSE,"Close","Tottenham Hotspur","Hull City","Roberto Soldado","Ryan Mason"
"104676","http://www.bbc.co.uk/sport/0/football/30072815","Hull","Tottenham","1-2","Premier League",2014-11-23,FALSE,FALSE,"Long","Tottenham Hotspur","Hull City","Christian Eriksen","Ben Davies"
"104704","http://www.bbc.co.uk/sport/0/football/30072815","Hull","Tottenham","1-2","Premier League",2014-11-23,FALSE,FALSE,"Rwide","Tottenham Hotspur","Hull City","Federico Fazio","Erik Lamela"
"104708","http://www.bbc.co.uk/sport/0/football/30072815","Hull","Tottenham","1-2","Premier League",2014-11-23,FALSE,FALSE,"Long","Tottenham Hotspur","Hull City","Mousa Dembélé","Ryan Mason"
"104728","http://www.bbc.co.uk/sport/0/football/30072815","Hull","Tottenham","1-2","Premier League",2014-11-23,FALSE,FALSE,"Long","Tottenham Hotspur","Hull City","Harry Kane","Christian Eriksen"
"104732","http://www.bbc.co.uk/sport/0/football/30072815","Hull","Tottenham","1-2","Premier League",2014-11-23,FALSE,FALSE,"Long","Tottenham Hotspur","Hull City","Christian Eriksen","Ryan Mason"
"104740","http://www.bbc.co.uk/sport/0/football/30072815","Hull","Tottenham","1-2","Premier League",2014-11-23,FALSE,FALSE,"Long","Hull City","Tottenham Hotspur","Jake Livermore","NaN"
"104768","http://www.bbc.co.uk/sport/0/football/30072815","Hull","Tottenham","1-2","Premier League",2014-11-23,FALSE,FALSE,"Long","Tottenham Hotspur","Hull City","Eric Dier","Ryan Mason"
"104784","http://www.bbc.co.uk/sport/0/football/30072815","Hull","Tottenham","1-2","Premier League",2014-11-23,FALSE,FALSE,"Lwide","Tottenham Hotspur","Hull City","Erik Lamela","Christian Eriksen"
"104816","http://www.bbc.co.uk/sport/0/football/30072815","Hull","Tottenham","1-2","Premier League",2014-11-23,FALSE,FALSE,"Long","Tottenham Hotspur","Hull City","Harry Kane","NaN"
"104832","http://www.bbc.co.uk/sport/0/football/30072815","Hull","Tottenham","1-2","Premier League",2014-11-23,FALSE,FALSE,"Long","Tottenham Hotspur","Hull City","Christian Eriksen","NaN"
"104836","http://www.bbc.co.uk/sport/0/football/30072815","Hull","Tottenham","1-2","Premier League",2014-11-23,FALSE,FALSE,"Long","Tottenham Hotspur","Hull City","Ryan Mason","Roberto Soldado"
"104864","http://www.bbc.co.uk/sport/0/football/30072815","Hull","Tottenham","1-2","Premier League",2014-11-23,FALSE,TRUE,"Central","Hull City","Tottenham Hotspur","Nikica Jelavic","Hatem Ben Arfa"
"104872","http://www.bbc.co.uk/sport/0/football/30072815","Hull","Tottenham","1-2","Premier League",2014-11-23,FALSE,FALSE,"Central","Hull City","Tottenham Hotspur","Hatem Ben Arfa","NaN"
"104876","http://www.bbc.co.uk/sport/0/football/30072815","Hull","Tottenham","1-2","Premier League",2014-11-23,FALSE,FALSE,"Lwide","Hull City","Tottenham Hotspur","Gastón Ramírez","Andrew Robertson"
"104880","http://www.bbc.co.uk/sport/0/football/30072815","Hull","Tottenham","1-2","Premier League",2014-11-23,FALSE,FALSE,"Central","Hull City","Tottenham Hotspur","Robbie Brady","Ahmed Elmohamady"
"104884","http://www.bbc.co.uk/sport/0/football/30072815","Hull","Tottenham","1-2","Premier League",2014-11-23,FALSE,FALSE,"Central","Hull City","Tottenham Hotspur","Robbie Brady","Nikica Jelavic"
"104892","http://www.bbc.co.uk/sport/0/football/30072815","Hull","Tottenham","1-2","Premier League",2014-11-23,FALSE,FALSE,"Central","Hull City","Tottenham Hotspur","Gastón Ramírez","NaN"
"104912","http://www.bbc.co.uk/sport/0/football/30072815","Hull","Tottenham","1-2","Premier League",2014-11-23,FALSE,FALSE,"Long","Tottenham Hotspur","Hull City","Erik Lamela","Ryan Mason"
"104916","http://www.bbc.co.uk/sport/0/football/30072815","Hull","Tottenham","1-2","Premier League",2014-11-23,FALSE,FALSE,"Long","Tottenham Hotspur","Hull City","Harry Kane","Mousa Dembélé"
"104932","http://www.bbc.co.uk/sport/0/football/30072815","Hull","Tottenham","1-2","Premier League",2014-11-23,TRUE,FALSE,"Long","Hull City","Tottenham Hotspur","Jake Livermore","NaN"
"104944","http://www.bbc.co.uk/sport/0/football/30072815","Hull","Tottenham","1-2","Premier League",2014-11-23,FALSE,FALSE,"Long","Tottenham Hotspur","Hull City","Roberto Soldado","Erik Lamela"
"105013","http://www.bbc.co.uk/sport/0/football/30077226","Aston Villa","Southampton","1-1","Premier League",2014-11-24,TRUE,FALSE,"Central","Southampton","Aston Villa","Nathaniel Clyne","Ryan Bertrand"
"105021","http://www.bbc.co.uk/sport/0/football/30077226","Aston Villa","Southampton","1-1","Premier League",2014-11-24,FALSE,FALSE,"Central","Aston Villa","Southampton","Andreas Weimann","Gabriel Agbonlahor"
"105023","http://www.bbc.co.uk/sport/0/football/30077226","Aston Villa","Southampton","1-1","Premier League",2014-11-24,FALSE,FALSE,"Central","Southampton","Aston Villa","Toby Alderweireld","Nathaniel Clyne"
"105025","http://www.bbc.co.uk/sport/0/football/30077226","Aston Villa","Southampton","1-1","Premier League",2014-11-24,FALSE,FALSE,"Long","Southampton","Aston Villa","Nathaniel Clyne","NaN"
"105029","http://www.bbc.co.uk/sport/0/football/30077226","Aston Villa","Southampton","1-1","Premier League",2014-11-24,FALSE,FALSE,"Central","Southampton","Aston Villa","Toby Alderweireld","NaN"
"105031","http://www.bbc.co.uk/sport/0/football/30077226","Aston Villa","Southampton","1-1","Premier League",2014-11-24,FALSE,FALSE,"Long","Southampton","Aston Villa","Dusan Tadic","NaN"
"105047","http://www.bbc.co.uk/sport/0/football/30077226","Aston Villa","Southampton","1-1","Premier League",2014-11-24,FALSE,FALSE,"Long","Southampton","Aston Villa","Victor Wanyama","NaN"
"105085","http://www.bbc.co.uk/sport/0/football/30077226","Aston Villa","Southampton","1-1","Premier League",2014-11-24,FALSE,FALSE,"Central","Aston Villa","Southampton","Charles N'Zogbia","Andreas Weimann"
"105101","http://www.bbc.co.uk/sport/0/football/30077226","Aston Villa","Southampton","1-1","Premier League",2014-11-24,FALSE,FALSE,"Long","Aston Villa","Southampton","Carlos Sánchez","Tom Cleverley"
"105113","http://www.bbc.co.uk/sport/0/football/30077226","Aston Villa","Southampton","1-1","Premier League",2014-11-24,FALSE,TRUE,"Central","Southampton","Aston Villa","Jose Fonte","Morgan Schneiderlin"
"105121","http://www.bbc.co.uk/sport/0/football/30077226","Aston Villa","Southampton","1-1","Premier League",2014-11-24,FALSE,FALSE,"Central","Southampton","Aston Villa","Sadio Mané","Dusan Tadic"
"105131","http://www.bbc.co.uk/sport/0/football/30077226","Aston Villa","Southampton","1-1","Premier League",2014-11-24,FALSE,FALSE,"Long","Southampton","Aston Villa","Jose Fonte","Morgan Schneiderlin"
"105143","http://www.bbc.co.uk/sport/0/football/30077226","Aston Villa","Southampton","1-1","Premier League",2014-11-24,TRUE,FALSE,"Lwide","Aston Villa","Southampton","Gabriel Agbonlahor","Ciaran Clark"
"105145","http://www.bbc.co.uk/sport/0/football/30077226","Aston Villa","Southampton","1-1","Premier League",2014-11-24,FALSE,FALSE,"Long","Aston Villa","Southampton","Ashley Westwood","NaN"
"105151","http://www.bbc.co.uk/sport/0/football/30077226","Aston Villa","Southampton","1-1","Premier League",2014-11-24,FALSE,FALSE,"Central","Southampton","Aston Villa","Victor Wanyama","Dusan Tadic"
"105155","http://www.bbc.co.uk/sport/0/football/30077226","Aston Villa","Southampton","1-1","Premier League",2014-11-24,FALSE,FALSE,"Central","Southampton","Aston Villa","Sadio Mané","Ryan Bertrand"
"105163","http://www.bbc.co.uk/sport/0/football/30077226","Aston Villa","Southampton","1-1","Premier League",2014-11-24,FALSE,FALSE,"Long","Aston Villa","Southampton","Tom Cleverley","NaN"
"105173","http://www.bbc.co.uk/sport/0/football/30077226","Aston Villa","Southampton","1-1","Premier League",2014-11-24,FALSE,FALSE,"Long","Southampton","Aston Villa","Victor Wanyama","Jose Fonte"
"105175","http://www.bbc.co.uk/sport/0/football/30077226","Aston Villa","Southampton","1-1","Premier League",2014-11-24,FALSE,TRUE,"Central","Southampton","Aston Villa","Graziano Pellè","Dusan Tadic"
"105179","http://www.bbc.co.uk/sport/0/football/30077226","Aston Villa","Southampton","1-1","Premier League",2014-11-24,FALSE,FALSE,"Rwide","Southampton","Aston Villa","Dusan Tadic","Sadio Mané"
"105185","http://www.bbc.co.uk/sport/0/football/30077226","Aston Villa","Southampton","1-1","Premier League",2014-11-24,FALSE,FALSE,"Central","Southampton","Aston Villa","Morgan Schneiderlin","Dusan Tadic"
"105193","http://www.bbc.co.uk/sport/0/football/30077226","Aston Villa","Southampton","1-1","Premier League",2014-11-24,FALSE,FALSE,"Long","Aston Villa","Southampton","Gabriel Agbonlahor","Tom Cleverley"
"105212","http://www.bbc.co.uk/sport/0/football/30156605","QPR","Leicester","3-2","Premier League",2014-11-29,FALSE,FALSE,"Long","Leicester City","Queens Park Rangers","Matthew James","Jamie Vardy"
"105244","http://www.bbc.co.uk/sport/0/football/30156605","QPR","Leicester","3-2","Premier League",2014-11-29,FALSE,TRUE,"Central","Queens Park Rangers","Leicester City","Jordon Mutch","Mauricio Isla"
"105264","http://www.bbc.co.uk/sport/0/football/30156605","QPR","Leicester","3-2","Premier League",2014-11-29,FALSE,TRUE,"Lwide","Leicester City","Queens Park Rangers","Marcin Wasilewski","Kasper Schmeichel"
"105268","http://www.bbc.co.uk/sport/0/football/30156605","QPR","Leicester","3-2","Premier League",2014-11-29,FALSE,FALSE,"Long","Leicester City","Queens Park Rangers","Esteban Cambiasso","NaN"
"105332","http://www.bbc.co.uk/sport/0/football/30156605","QPR","Leicester","3-2","Premier League",2014-11-29,FALSE,FALSE,"Central","Leicester City","Queens Park Rangers","David Nugent","NaN"
"105336","http://www.bbc.co.uk/sport/0/football/30156605","QPR","Leicester","3-2","Premier League",2014-11-29,FALSE,FALSE,"Rwide","Queens Park Rangers","Leicester City","Steven Caulker","Karl Henry"
"105344","http://www.bbc.co.uk/sport/0/football/30156605","QPR","Leicester","3-2","Premier League",2014-11-29,FALSE,FALSE,"Lwide","Queens Park Rangers","Leicester City","Niko Kranjcar","Charlie Austin"
"105348","http://www.bbc.co.uk/sport/0/football/30156605","QPR","Leicester","3-2","Premier League",2014-11-29,TRUE,TRUE,"Close","Queens Park Rangers","Leicester City","Charlie Austin","NaN"
"105352","http://www.bbc.co.uk/sport/0/football/30156605","QPR","Leicester","3-2","Premier League",2014-11-29,FALSE,FALSE,"Close","Queens Park Rangers","Leicester City","Nedum Onuoha","NaN"
"105356","http://www.bbc.co.uk/sport/0/football/30156605","QPR","Leicester","3-2","Premier League",2014-11-29,FALSE,TRUE,"Central","Queens Park Rangers","Leicester City","Steven Caulker","Joey Barton"
"105364","http://www.bbc.co.uk/sport/0/football/30156605","QPR","Leicester","3-2","Premier League",2014-11-29,FALSE,TRUE,"Close","Queens Park Rangers","Leicester City","Leroy Fer","Niko Kranjcar"
"105372","http://www.bbc.co.uk/sport/0/football/30156605","QPR","Leicester","3-2","Premier League",2014-11-29,FALSE,FALSE,"Long","Queens Park Rangers","Leicester City","Joey Barton","Leroy Fer"
"105384","http://www.bbc.co.uk/sport/0/football/30156605","QPR","Leicester","3-2","Premier League",2014-11-29,FALSE,FALSE,"Central","Leicester City","Queens Park Rangers","Wes Morgan","NaN"
"105388","http://www.bbc.co.uk/sport/0/football/30156605","QPR","Leicester","3-2","Premier League",2014-11-29,FALSE,TRUE,"Central","Leicester City","Queens Park Rangers","Esteban Cambiasso","Marcin Wasilewski"
"105392","http://www.bbc.co.uk/sport/0/football/30156605","QPR","Leicester","3-2","Premier League",2014-11-29,FALSE,FALSE,"Rwide","Leicester City","Queens Park Rangers","Marcin Wasilewski","NaN"
"105404","http://www.bbc.co.uk/sport/0/football/30156605","QPR","Leicester","3-2","Premier League",2014-11-29,TRUE,FALSE,"Long","Leicester City","Queens Park Rangers","Jeffrey Schlupp","NaN"
"105408","http://www.bbc.co.uk/sport/0/football/30156605","QPR","Leicester","3-2","Premier League",2014-11-29,FALSE,FALSE,"Rwide","Leicester City","Queens Park Rangers","Marc Albrighton","Esteban Cambiasso"
"105428","http://www.bbc.co.uk/sport/0/football/30156605","QPR","Leicester","3-2","Premier League",2014-11-29,FALSE,FALSE,"Lwide","Leicester City","Queens Park Rangers","Jamie Vardy","Esteban Cambiasso"
"105448","http://www.bbc.co.uk/sport/0/football/30156605","QPR","Leicester","3-2","Premier League",2014-11-29,FALSE,FALSE,"Long","Queens Park Rangers","Leicester City","Joey Barton","NaN"
"105456","http://www.bbc.co.uk/sport/0/football/30156605","QPR","Leicester","3-2","Premier League",2014-11-29,FALSE,FALSE,"Long","Queens Park Rangers","Leicester City","Charlie Austin","Niko Kranjcar"
"105464","http://www.bbc.co.uk/sport/0/football/30156605","QPR","Leicester","3-2","Premier League",2014-11-29,FALSE,TRUE,"Central","Queens Park Rangers","Leicester City","Nedum Onuoha","Niko Kranjcar"
"105472","http://www.bbc.co.uk/sport/0/football/30156605","QPR","Leicester","3-2","Premier League",2014-11-29,FALSE,FALSE,"Lwide","Queens Park Rangers","Leicester City","Charlie Austin","NaN"
"105488","http://www.bbc.co.uk/sport/0/football/30156605","QPR","Leicester","3-2","Premier League",2014-11-29,FALSE,FALSE,"Long","Leicester City","Queens Park Rangers","Jamie Vardy","Paul Konchesky"
"105516","http://www.bbc.co.uk/sport/0/football/30156605","QPR","Leicester","3-2","Premier League",2014-11-29,FALSE,FALSE,"Rwide","Leicester City","Queens Park Rangers","Riyad Mahrez","Matthew James"
"105520","http://www.bbc.co.uk/sport/0/football/30156605","QPR","Leicester","3-2","Premier League",2014-11-29,FALSE,FALSE,"Long","Queens Park Rangers","Leicester City","Joey Barton","Leroy Fer"
"105524","http://www.bbc.co.uk/sport/0/football/30156605","QPR","Leicester","3-2","Premier League",2014-11-29,FALSE,TRUE,"Central","Queens Park Rangers","Leicester City","Steven Caulker","Niko Kranjcar"
"105560","http://www.bbc.co.uk/sport/0/football/30156605","QPR","Leicester","3-2","Premier League",2014-11-29,TRUE,FALSE,"Close","Queens Park Rangers","Leicester City","Leroy Fer","NaN"
"105564","http://www.bbc.co.uk/sport/0/football/30156605","QPR","Leicester","3-2","Premier League",2014-11-29,FALSE,TRUE,"Central","Queens Park Rangers","Leicester City","Charlie Austin","Joey Barton"
"105588","http://www.bbc.co.uk/sport/0/football/30156605","QPR","Leicester","3-2","Premier League",2014-11-29,FALSE,TRUE,"Central","Leicester City","Queens Park Rangers","Leonardo Ulloa","Riyad Mahrez"
"105596","http://www.bbc.co.uk/sport/0/football/30156605","QPR","Leicester","3-2","Premier League",2014-11-29,FALSE,FALSE,"Long","Leicester City","Queens Park Rangers","Jeffrey Schlupp","Jamie Vardy"
"105600","http://www.bbc.co.uk/sport/0/football/30156605","QPR","Leicester","3-2","Premier League",2014-11-29,FALSE,FALSE,"Central","Queens Park Rangers","Leicester City","Eduardo Vargas","Joey Barton"
"105608","http://www.bbc.co.uk/sport/0/football/30156605","QPR","Leicester","3-2","Premier League",2014-11-29,FALSE,FALSE,"Rwide","Leicester City","Queens Park Rangers","Jamie Vardy","Riyad Mahrez"
"105616","http://www.bbc.co.uk/sport/0/football/30156605","QPR","Leicester","3-2","Premier League",2014-11-29,FALSE,FALSE,"Central","Queens Park Rangers","Leicester City","Steven Caulker","NaN"
"105628","http://www.bbc.co.uk/sport/0/football/30156605","QPR","Leicester","3-2","Premier League",2014-11-29,FALSE,FALSE,"Long","Queens Park Rangers","Leicester City","Niko Kranjcar","NaN"
"105648","http://www.bbc.co.uk/sport/0/football/30156605","QPR","Leicester","3-2","Premier League",2014-11-29,FALSE,FALSE,"Long","Queens Park Rangers","Leicester City","Leroy Fer","Yun Suk-Young"
"105652","http://www.bbc.co.uk/sport/0/football/30156605","QPR","Leicester","3-2","Premier League",2014-11-29,FALSE,FALSE,"Central","Queens Park Rangers","Leicester City","Eduardo Vargas","Mauricio Isla"
"105664","http://www.bbc.co.uk/sport/0/football/30156605","QPR","Leicester","3-2","Premier League",2014-11-29,FALSE,FALSE,"Long","Queens Park Rangers","Leicester City","Karl Henry","NaN"
"105668","http://www.bbc.co.uk/sport/0/football/30156605","QPR","Leicester","3-2","Premier League",2014-11-29,FALSE,FALSE,"Central","Queens Park Rangers","Leicester City","Charlie Austin","Leroy Fer"
"105676","http://www.bbc.co.uk/sport/0/football/30156605","QPR","Leicester","3-2","Premier League",2014-11-29,FALSE,FALSE,"Long","Queens Park Rangers","Leicester City","Joey Barton","Leroy Fer"
"105704","http://www.bbc.co.uk/sport/0/football/30156605","QPR","Leicester","3-2","Premier League",2014-11-29,FALSE,FALSE,"Central","Queens Park Rangers","Leicester City","Eduardo Vargas","Niko Kranjcar"
"105716","http://www.bbc.co.uk/sport/0/football/30156605","QPR","Leicester","3-2","Premier League",2014-11-29,FALSE,FALSE,"Central","Leicester City","Queens Park Rangers","Riyad Mahrez","Jamie Vardy"
"105736","http://www.bbc.co.uk/sport/0/football/30156605","QPR","Leicester","3-2","Premier League",2014-11-29,FALSE,FALSE,"Long","Queens Park Rangers","Leicester City","Yun Suk-Young","NaN"
"105744","http://www.bbc.co.uk/sport/0/football/30156605","QPR","Leicester","3-2","Premier League",2014-11-29,FALSE,FALSE,"Rwide","Queens Park Rangers","Leicester City","Mauricio Isla","NaN"
"105760","http://www.bbc.co.uk/sport/0/football/30156605","QPR","Leicester","3-2","Premier League",2014-11-29,FALSE,FALSE,"Lwide","Leicester City","Queens Park Rangers","Jeffrey Schlupp","Jamie Vardy"
"105764","http://www.bbc.co.uk/sport/0/football/30156605","QPR","Leicester","3-2","Premier League",2014-11-29,FALSE,TRUE,"Close","Queens Park Rangers","Leicester City","Steven Caulker","Leroy Fer"
"105768","http://www.bbc.co.uk/sport/0/football/30156605","QPR","Leicester","3-2","Premier League",2014-11-29,FALSE,TRUE,"Close","Queens Park Rangers","Leicester City","Leroy Fer","Niko Kranjcar"
"105788","http://www.bbc.co.uk/sport/0/football/30156605","QPR","Leicester","3-2","Premier League",2014-11-29,TRUE,FALSE,"Long","Leicester City","Queens Park Rangers","Esteban Cambiasso","Leonardo Ulloa"
"105800","http://www.bbc.co.uk/sport/0/football/30156605","QPR","Leicester","3-2","Premier League",2014-11-29,FALSE,FALSE,"Long","Queens Park Rangers","Leicester City","Eduardo Vargas","NaN"
"105844","http://www.bbc.co.uk/sport/0/football/30156606","Man Utd","Hull","3-0","Premier League",2014-11-29,FALSE,FALSE,"Close","Manchester United","Hull City","Falcao","NaN"
"105848","http://www.bbc.co.uk/sport/0/football/30156606","Man Utd","Hull","3-0","Premier League",2014-11-29,FALSE,FALSE,"Central","Manchester United","Hull City","Falcao","Juan Mata"
"105876","http://www.bbc.co.uk/sport/0/football/30156606","Man Utd","Hull","3-0","Premier League",2014-11-29,FALSE,TRUE,"Central","Hull City","Manchester United","Nikica Jelavic","Ahmed Elmohamady"
"105904","http://www.bbc.co.uk/sport/0/football/30156606","Man Utd","Hull","3-0","Premier League",2014-11-29,FALSE,TRUE,"Close","Manchester United","Hull City","Marouane Fellaini","Ashley Young"
"105912","http://www.bbc.co.uk/sport/0/football/30156606","Man Utd","Hull","3-0","Premier League",2014-11-29,TRUE,FALSE,"Long","Manchester United","Hull City","Robin van Persie","Ander Herrera"
"105932","http://www.bbc.co.uk/sport/0/football/30156606","Man Utd","Hull","3-0","Premier League",2014-11-29,FALSE,TRUE,"Central","Hull City","Manchester United","Nikica Jelavic","Robbie Brady"
"105976","http://www.bbc.co.uk/sport/0/football/30156606","Man Utd","Hull","3-0","Premier League",2014-11-29,FALSE,FALSE,"Central","Hull City","Manchester United","Andrew Robertson","Nikica Jelavic"
"106052","http://www.bbc.co.uk/sport/0/football/30156606","Man Utd","Hull","3-0","Premier League",2014-11-29,TRUE,FALSE,"Long","Manchester United","Hull City","Wayne Rooney","Robin van Persie"
"106064","http://www.bbc.co.uk/sport/0/football/30156606","Man Utd","Hull","3-0","Premier League",2014-11-29,FALSE,FALSE,"Central","Manchester United","Hull City","Robin van Persie","Ander Herrera"
"106080","http://www.bbc.co.uk/sport/0/football/30156606","Man Utd","Hull","3-0","Premier League",2014-11-29,FALSE,FALSE,"Long","Manchester United","Hull City","Ander Herrera","NaN"
"106088","http://www.bbc.co.uk/sport/0/football/30156606","Man Utd","Hull","3-0","Premier League",2014-11-29,FALSE,FALSE,"Central","Manchester United","Hull City","Chris Smalling","Juan Mata"
"106128","http://www.bbc.co.uk/sport/0/football/30156606","Man Utd","Hull","3-0","Premier League",2014-11-29,FALSE,FALSE,"Long","Manchester United","Hull City","Wayne Rooney","Marouane Fellaini"
"106148","http://www.bbc.co.uk/sport/0/football/30156606","Man Utd","Hull","3-0","Premier League",2014-11-29,FALSE,FALSE,"Long","Manchester United","Hull City","Ander Herrera","Juan Mata"
"106152","http://www.bbc.co.uk/sport/0/football/30156606","Man Utd","Hull","3-0","Premier League",2014-11-29,FALSE,FALSE,"Lwide","Hull City","Manchester United","Michael Dawson","NaN"
"106172","http://www.bbc.co.uk/sport/0/football/30156606","Man Utd","Hull","3-0","Premier League",2014-11-29,TRUE,FALSE,"Close","Manchester United","Hull City","Chris Smalling","NaN"
"106204","http://www.bbc.co.uk/sport/0/football/30156606","Man Utd","Hull","3-0","Premier League",2014-11-29,FALSE,FALSE,"Long","Manchester United","Hull City","Wayne Rooney","Juan Mata"
